iid_pid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field,field_cd,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
3391,233,20,Homme,40,2,9,20,5,11.0,15,3,196.0,0,"0,07",1,25.0,4.0,"17,65","17,65","17,65","15,69","15,69","15,69",0,2.0,8.0,7.0,3.0,,9.0,[28-32],Master of International Affairs,13.0,4.0,1.0,1.0,J.P. Morgan,"10,017",42397.0,1.0,3.0,2.0,banking,Finance/Marketing,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,7.0,,14.0,20.0,18.0,16.0,14.0,18.0
3390,233,20,Homme,40,2,9,20,6,11.0,16,2,195.0,1,"-0,5",0,27.0,2.0,"15,38","19,23","19,23","19,23","13,46","13,46",1,6.0,9.0,10.0,9.0,8.0,7.0,[28-32],Master of International Affairs,13.0,4.0,1.0,1.0,J.P. Morgan,"10,017",42397.0,1.0,3.0,2.0,banking,Finance/Marketing,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,7.0,,14.0,20.0,18.0,16.0,14.0,18.0
3389,233,20,Homme,40,2,9,20,2,11.0,12,1,194.0,0,"0,17",0,24.0,2.0,16,16,20,16,18,14,0,6.0,7.0,9.0,7.0,8.0,6.0,[28-32],Master of International Affairs,13.0,4.0,1.0,1.0,J.P. Morgan,"10,017",42397.0,1.0,3.0,2.0,banking,Finance/Marketing,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,7.0,,14.0,20.0,18.0,16.0,14.0,18.0
3388,232,19,Homme,38,2,9,20,8,13.0,16,20,213.0,0,"0,14",0,25.0,3.0,"15,52","17,24","17,24","17,24","17,24","15,52",0,6.0,7.0,7.0,7.0,7.0,7.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3387,232,19,Homme,38,2,9,20,10,13.0,18,19,212.0,0,"0,38",0,27.0,3.0,"14,29","18,37","18,37","16,33","18,37","14,29",0,6.0,6.0,7.0,6.0,6.0,6.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3386,232,19,Homme,38,2,9,20,7,13.0,15,18,211.0,0,"-0,28",1,28.0,2.0,"16,36","16,36","18,18","18,18","16,36","14,55",0,5.0,10.0,10.0,10.0,9.0,9.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3385,232,19,Homme,38,2,9,20,1,13.0,9,17,210.0,0,"0,57",1,29.0,2.0,20,"15,56",20,"15,56","11,11","17,78",0,3.0,9.0,9.0,1.0,,5.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3384,232,19,Homme,38,2,9,20,20,13.0,8,16,209.0,0,"0,32",0,28.0,1.0,"13,04","21,74","17,39","17,39","15,22","15,22",0,5.0,,,,7.0,,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3383,232,19,Homme,38,2,9,20,15,13.0,3,15,208.0,0,"0,53",0,25.0,1.0,"11,54","13,46","19,23","19,23","19,23","17,31",0,5.0,9.0,9.0,7.0,8.0,7.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3382,232,19,Homme,38,2,9,20,4,13.0,12,14,207.0,0,"-0,33",1,23.0,2.0,"17,31","13,46","17,31","19,23","19,23","13,46",0,4.0,6.0,6.0,4.0,4.0,4.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3381,232,19,Homme,38,2,9,20,16,13.0,4,13,206.0,0,"0,46",0,31.0,1.0,"14,58","16,67","20,83","18,75","16,67","12,5",1,4.0,9.0,7.0,7.0,,7.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3380,232,19,Homme,38,2,9,20,13,13.0,1,12,205.0,0,"0,68",1,23.0,2.0,"15,38","17,31","19,23","19,23","11,54","17,31",0,6.0,8.0,6.0,6.0,8.0,8.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3379,232,19,Homme,38,2,9,20,17,13.0,5,11,204.0,0,"0,23",1,26.0,2.0,"19,61","15,69","17,65","15,69","17,65","13,73",0,6.0,8.0,8.0,5.0,6.0,6.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3378,232,19,Homme,38,2,9,20,11,13.0,19,10,203.0,0,"-0,01",1,22.0,2.0,16,20,18,20,18,8,0,5.0,6.0,8.0,6.0,8.0,,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3377,232,19,Homme,38,2,9,20,12,13.0,20,9,202.0,0,"0,2",1,22.0,2.0,"15,38","19,23","19,23","19,23","15,38","11,54",0,7.0,9.0,9.0,7.0,9.0,6.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3376,232,19,Homme,38,2,9,20,9,13.0,17,8,201.0,0,"-0,18",1,25.0,2.0,"15,38","17,31","17,31","17,31","17,31","15,38",0,4.0,8.0,8.0,4.0,,,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3375,232,19,Homme,38,2,9,20,18,13.0,6,7,200.0,0,"0,72",1,25.0,2.0,"13,21","18,87","18,87","16,98","16,98","15,09",0,5.0,9.0,7.0,5.0,8.0,,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3374,232,19,Homme,38,2,9,20,19,13.0,7,6,199.0,0,"0,37",1,30.0,2.0,"17,5","17,5",20,"12,5",20,"12,5",0,2.0,9.0,7.0,2.0,7.0,2.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3373,232,19,Homme,38,2,9,20,14,13.0,2,5,198.0,0,"0,03",0,23.0,4.0,"15,38","19,23","17,31","19,23","9,62","19,23",0,4.0,4.0,4.0,4.0,4.0,2.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3372,232,19,Homme,38,2,9,20,3,13.0,11,4,197.0,1,"0,13",0,24.0,6.0,14,18,20,18,16,14,1,10.0,10.0,10.0,10.0,10.0,10.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3371,232,19,Homme,38,2,9,20,5,13.0,13,3,196.0,0,"0,32",0,25.0,4.0,"17,65","17,65","17,65","15,69","15,69","15,69",0,3.0,5.0,4.0,3.0,3.0,,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3370,232,19,Homme,38,2,9,20,6,13.0,14,2,195.0,0,"0,29",1,27.0,2.0,"15,38","19,23","19,23","19,23","13,46","13,46",0,5.0,6.0,7.0,4.0,6.0,4.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3369,232,19,Homme,38,2,9,20,2,13.0,10,1,194.0,0,"-0,44",1,24.0,2.0,16,16,20,16,18,14,0,5.0,10.0,9.0,6.0,7.0,6.0,[28-32],International Affairs,13.0,2.0,4.0,7.0,"Washington, DC","10,471",45300.0,2.0,5.0,4.0,public service,Humanitarian Affairs,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,,17.78,17.78,17.78,17.78,13.33,15.56
3368,231,18,Homme,36,2,9,20,8,8.0,1,20,213.0,0,"0,4",1,25.0,3.0,"15,52","17,24","17,24","17,24","17,24","15,52",0,6.0,10.0,10.0,10.0,8.0,7.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3367,231,18,Homme,36,2,9,20,10,8.0,3,19,212.0,1,"0,35",1,27.0,3.0,"14,29","18,37","18,37","16,33","18,37","14,29",1,7.0,7.0,7.0,8.0,7.0,7.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3366,231,18,Homme,36,2,9,20,7,8.0,20,18,211.0,0,"-0,2",0,28.0,2.0,"16,36","16,36","18,18","18,18","16,36","14,55",0,7.0,8.0,9.0,7.0,10.0,8.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3365,231,18,Homme,36,2,9,20,1,8.0,14,17,210.0,0,"0,54",0,29.0,2.0,20,"15,56",20,"15,56","11,11","17,78",0,5.0,2.0,3.0,1.0,,1.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3364,231,18,Homme,36,2,9,20,20,8.0,13,16,209.0,0,"0,45",0,28.0,1.0,"13,04","21,74","17,39","17,39","15,22","15,22",0,8.0,8.0,8.0,,,,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3363,231,18,Homme,36,2,9,20,15,8.0,8,15,208.0,1,"0,62",0,25.0,1.0,"11,54","13,46","19,23","19,23","19,23","17,31",1,5.0,9.0,9.0,7.0,8.0,7.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3362,231,18,Homme,36,2,9,20,4,8.0,17,14,207.0,0,"-0,31",0,23.0,2.0,"17,31","13,46","17,31","19,23","19,23","13,46",0,4.0,5.0,4.0,6.0,5.0,4.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3361,231,18,Homme,36,2,9,20,16,8.0,9,13,206.0,0,"0,71",0,31.0,1.0,"14,58","16,67","20,83","18,75","16,67","12,5",1,7.0,7.0,7.0,7.0,7.0,8.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3360,231,18,Homme,36,2,9,20,13,8.0,6,12,205.0,0,"0,71",0,23.0,2.0,"15,38","17,31","19,23","19,23","11,54","17,31",0,4.0,5.0,5.0,5.0,5.0,2.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3359,231,18,Homme,36,2,9,20,17,8.0,10,11,204.0,0,"0,24",0,26.0,2.0,"19,61","15,69","17,65","15,69","17,65","13,73",0,7.0,7.0,9.0,8.0,7.0,8.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3358,231,18,Homme,36,2,9,20,11,8.0,4,10,203.0,0,"0,07",0,22.0,2.0,16,20,18,20,18,8,0,5.0,5.0,8.0,6.0,9.0,4.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3357,231,18,Homme,36,2,9,20,12,8.0,5,9,202.0,0,"0,24",0,22.0,2.0,"15,38","19,23","19,23","19,23","15,38","11,54",0,6.0,8.0,8.0,9.0,8.0,6.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3356,231,18,Homme,36,2,9,20,9,8.0,2,8,201.0,0,"-0,34",0,25.0,2.0,"15,38","17,31","17,31","17,31","17,31","15,38",0,8.0,8.0,8.0,7.0,8.0,3.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3355,231,18,Homme,36,2,9,20,18,8.0,11,7,200.0,0,"0,82",0,25.0,2.0,"13,21","18,87","18,87","16,98","16,98","15,09",0,5.0,7.0,8.0,7.0,7.0,,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3354,231,18,Homme,36,2,9,20,19,8.0,12,6,199.0,0,"0,39",0,30.0,2.0,"17,5","17,5",20,"12,5",20,"12,5",0,3.0,3.0,3.0,8.0,8.0,2.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3353,231,18,Homme,36,2,9,20,14,8.0,7,5,198.0,0,"0,04",0,23.0,4.0,"15,38","19,23","17,31","19,23","9,62","19,23",0,5.0,5.0,5.0,4.0,4.0,5.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3352,231,18,Homme,36,2,9,20,3,8.0,16,4,197.0,1,"0,43",0,24.0,6.0,14,18,20,18,16,14,1,10.0,10.0,10.0,10.0,10.0,10.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3351,231,18,Homme,36,2,9,20,5,8.0,18,3,196.0,0,"0,47",0,25.0,4.0,"17,65","17,65","17,65","15,69","15,69","15,69",0,3.0,6.0,7.0,8.0,,3.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3350,231,18,Homme,36,2,9,20,6,8.0,19,2,195.0,0,"0,17",0,27.0,2.0,"15,38","19,23","19,23","19,23","13,46","13,46",0,6.0,10.0,9.0,8.0,10.0,9.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3349,231,18,Homme,36,2,9,20,2,8.0,15,1,194.0,0,"-0,28",0,24.0,2.0,16,16,20,16,18,14,1,8.0,10.0,9.0,8.0,8.0,7.0,[28-32],International Affairs,13.0,3.0,1.0,1.0,"Los Angeles, CA","92,024",46153.0,1.0,6.0,3.0,International affairs related career,Humanitarian Affairs,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63
3348,230,17,Homme,34,2,9,20,8,17.0,12,20,213.0,0,"0,21",0,25.0,3.0,"15,52","17,24","17,24","17,24","17,24","15,52",0,5.0,8.0,8.0,7.0,7.0,8.0,38+,International Affairs,13.0,2.0,5.0,1.0,"Detroit, Michigan, USA","48,127",39123.0,2.0,7.0,3.0,consulting,Finance/Marketing,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,23.81,23.81,23.81,23.81,2.38,2.38
3347,230,17,Homme,34,2,9,20,10,17.0,14,19,212.0,0,"0,31",0,27.0,3.0,"14,29","18,37","18,37","16,33","18,37","14,29",0,6.0,6.0,6.0,6.0,6.0,5.0,38+,International Affairs,13.0,2.0,5.0,1.0,"Detroit, Michigan, USA","48,127",39123.0,2.0,7.0,3.0,consulting,Finance/Marketing,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,23.81,23.81,23.81,23.81,2.38,2.38
3346,230,17,Homme,34,2,9,20,7,17.0,11,18,211.0,1,"0,25",1,28.0,2.0,"16,36","16,36","18,18","18,18","16,36","14,55",1,6.0,9.0,8.0,9.0,8.0,8.0,38+,International Affairs,13.0,2.0,5.0,1.0,"Detroit, Michigan, USA","48,127",39123.0,2.0,7.0,3.0,consulting,Finance/Marketing,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,23.81,23.81,23.81,23.81,2.38,2.38
3345,230,17,Homme,34,2,9,20,1,17.0,5,17,210.0,0,"0,4",1,29.0,2.0,20,"15,56",20,"15,56","11,11","17,78",0,8.0,10.0,,10.0,,,38+,International Affairs,13.0,2.0,5.0,1.0,"Detroit, Michigan, USA","48,127",39123.0,2.0,7.0,3.0,consulting,Finance/Marketing,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,23.81,23.81,23.81,23.81,2.38,2.38
3344,230,17,Homme,34,2,9,20,20,17.0,4,16,209.0,0,0,0,28.0,1.0,"13,04","21,74","17,39","17,39","15,22","15,22",0,5.0,5.0,7.0,5.0,7.0,,38+,International Affairs,13.0,2.0,5.0,1.0,"Detroit, Michigan, USA","48,127",39123.0,2.0,7.0,3.0,consulting,Finance/Marketing,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,23.81,23.81,23.81,23.81,2.38,2.38
3343,230,17,Homme,34,2,9,20,15,17.0,19,15,208.0,1,"0,31",0,25.0,1.0,"11,54","13,46","19,23","19,23","19,23","17,31",1,9.0,9.0,9.0,9.0,9.0,9.0,38+,International Affairs,13.0,2.0,5.0,1.0,"Detroit, Michigan, USA","48,127",39123.0,2.0,7.0,3.0,consulting,Finance/Marketing,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,23.81,23.81,23.81,23.81,2.38,2.38
3342,230,17,Homme,34,2,9,20,4,17.0,8,14,207.0,0,"-0,19",1,23.0,2.0,"17,31","13,46","17,31","19,23","19,23","13,46",0,4.0,7.0,6.0,4.0,4.0,4.0,38+,International Affairs,13.0,2.0,5.0,1.0,"Detroit, Michigan, USA","48,127",39123.0,2.0,7.0,3.0,consulting,Finance/Marketing,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,23.81,23.81,23.81,23.81,2.38,2.38
3341,230,17,Homme,34,2,9,20,16,17.0,20,13,206.0,1,"0,09",0,31.0,1.0,"14,58","16,67","20,83","18,75","16,67","12,5",1,7.0,7.0,7.0,7.0,7.0,7.0,38+,International Affairs,13.0,2.0,5.0,1.0,"Detroit, Michigan, USA","48,127",39123.0,2.0,7.0,3.0,consulting,Finance/Marketing,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,23.81,23.81,23.81,23.81,2.38,2.38
