iid_pid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
3616.0,254.0,3.0,0.0,5.0,2.0,11.0,21.0,12.0,12.0,11.0,4.0,276.0,0.0,0.49,1.0,26.0,2.0,24.0,16.0,28.0,14.0,8.0,10.0,0.0,3.0,8.0,10.0,3.0,6.0,4.0,22.0,7.0,2.0,8.0,3.0,37240.0,2.0,6.0,2.0,2.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,14.396298749598822,25.0,7.0,25.0,25.0,8.0,10.0
3615.0,254.0,3.0,0.0,5.0,2.0,11.0,21.0,12.0,12.0,19.0,3.0,275.0,0.0,0.34,1.0,21.0,2.0,25.0,10.0,25.0,5.0,10.0,25.0,1.0,5.0,5.0,6.0,6.0,5.0,6.0,22.0,7.0,2.0,8.0,3.0,37240.0,2.0,6.0,2.0,2.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,14.39625461552291,25.0,7.0,25.0,25.0,8.0,10.0
3614.0,254.0,3.0,0.0,5.0,2.0,11.0,21.0,12.0,12.0,6.0,2.0,274.0,0.0,0.33,0.0,24.0,3.0,30.0,10.0,20.0,20.0,10.0,10.0,0.0,6.0,7.0,10.0,6.0,9.0,3.0,22.0,7.0,2.0,8.0,3.0,37240.0,2.0,6.0,2.0,2.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,14.396308274400889,25.0,7.0,25.0,25.0,8.0,10.0
3613.0,254.0,3.0,0.0,5.0,2.0,11.0,21.0,12.0,12.0,4.0,1.0,273.0,0.0,0.62,1.0,29.0,2.0,30.0,25.0,18.0,18.0,4.0,5.0,1.0,8.0,8.0,9.0,7.0,8.0,5.0,22.0,7.0,2.0,8.0,3.0,37240.0,2.0,6.0,2.0,2.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,14.396302399831098,25.0,7.0,25.0,25.0,8.0,10.0
3612.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,21.0,21.0,293.0,0.0,0.38,0.0,28.0,3.0,23.0,18.0,21.0,18.0,10.0,10.0,0.0,4.0,6.0,7.0,6.0,5.0,8.0,33.0,3.0,4.0,1.0,1.0,37114.90138520847,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8621325630198093,25.0,30.0,10.0,10.0,5.0,20.0
3611.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,5.0,20.0,292.0,0.0,-0.04,0.0,28.0,1.0,20.0,18.0,20.0,17.0,10.0,15.0,1.0,4.0,10.0,8.0,6.0,7.0,7.0,33.0,3.0,4.0,1.0,1.0,37239.99999999999,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8620971773630366,25.0,30.0,10.0,10.0,5.0,20.0
3610.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,16.0,19.0,291.0,0.0,0.09,1.0,27.0,4.0,20.0,20.0,15.0,15.0,12.0,18.0,1.0,5.0,9.0,8.0,7.0,6.0,6.0,33.0,3.0,4.0,1.0,1.0,37177.48359615466,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8620545907710437,25.0,30.0,10.0,10.0,5.0,20.0
3609.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,2.0,18.0,290.0,0.0,0.4,0.0,34.0,2.0,30.0,10.0,30.0,10.0,5.0,15.0,0.0,2.0,5.0,6.0,5.0,5.0,4.0,33.0,3.0,4.0,1.0,1.0,37112.76500094019,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.862004595187907,25.0,30.0,10.0,10.0,5.0,20.0
3608.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,15.0,17.0,289.0,0.0,0.13,1.0,28.0,4.0,20.0,30.0,10.0,20.0,0.0,20.0,0.0,2.0,3.0,6.0,2.0,6.0,2.0,33.0,3.0,4.0,1.0,1.0,37175.55222448556,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8619363258656416,25.0,30.0,10.0,10.0,5.0,20.0
3607.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,14.0,16.0,288.0,0.0,0.29,0.0,27.0,2.0,20.0,20.0,15.0,25.0,10.0,10.0,0.0,3.0,6.0,6.0,4.0,4.0,5.0,33.0,3.0,4.0,1.0,1.0,37240.0,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8619783524513847,25.0,30.0,10.0,10.0,5.0,20.0
3606.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,13.0,15.0,287.0,0.0,0.26,1.0,22.0,4.0,35.0,40.0,5.0,5.0,7.0,8.0,0.0,4.0,7.0,6.0,4.0,4.0,4.471523049057468,33.0,3.0,4.0,1.0,1.0,37110.77576179938,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.861870602826628,25.0,30.0,10.0,10.0,5.0,20.0
3605.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,12.0,14.0,286.0,0.0,0.13,0.0,22.0,2.0,10.0,15.0,25.0,15.0,15.0,20.0,0.0,6.0,6.997391700277668,7.2896434738880815,4.741886599742782,5.6012050764342325,5.026780710017334,33.0,3.0,4.0,1.0,1.0,37178.37454697994,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,1.28543733806064,25.0,30.0,10.0,10.0,5.0,20.0
3604.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,1.0,13.0,285.0,1.0,0.01,0.0,24.0,6.0,20.0,20.0,25.0,25.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,33.0,3.0,4.0,1.0,1.0,37240.0,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8618827560791615,25.0,30.0,10.0,10.0,5.0,20.0
3603.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,9.0,12.0,284.0,0.0,0.75,0.0,27.0,2.0,25.0,20.0,25.0,20.0,10.0,0.0,0.0,2.0,5.0,7.052551816845404,3.0,5.879044766833832,4.417157755458199,33.0,3.0,4.0,1.0,1.0,37179.18378131632,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8587343958105205,25.0,30.0,10.0,10.0,5.0,20.0
3602.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,6.0,11.0,283.0,0.0,-0.29,1.0,27.0,4.0,50.0,10.0,10.0,10.0,10.0,10.0,0.0,3.0,3.0,3.0,6.0,6.0,1.0,33.0,3.0,4.0,1.0,1.0,37114.46681782048,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.861768659615008,25.0,30.0,10.0,10.0,5.0,20.0
3601.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,7.0,10.0,282.0,0.0,-0.41,0.0,23.0,1.0,25.0,15.0,20.0,20.0,10.0,10.0,0.0,6.0,6.0,9.0,6.0,5.943171682564915,6.0,33.0,3.0,4.0,1.0,1.0,37178.60860843329,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.858697099763031,25.0,30.0,10.0,10.0,5.0,20.0
3600.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,8.0,9.0,281.0,0.0,0.6,0.0,27.0,2.0,20.0,20.0,20.0,15.0,5.0,20.0,0.0,3.0,6.0,8.0,4.0,5.0,4.0,33.0,3.0,4.0,1.0,1.0,37180.0480643377,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8617051563819738,25.0,30.0,10.0,10.0,5.0,20.0
3599.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,10.0,8.0,280.0,0.0,0.49,0.0,25.0,2.0,25.0,20.0,30.0,15.0,5.0,5.0,0.0,2.0,7.0,7.0,3.0,7.0,2.0,33.0,3.0,4.0,1.0,1.0,37240.0,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.861671347071961,25.0,30.0,10.0,10.0,5.0,20.0
3598.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,20.0,7.0,279.0,0.0,0.27,0.0,25.0,2.0,27.0,15.0,28.0,10.0,10.0,10.0,0.0,4.0,7.0,7.0,4.0,6.0,4.0,33.0,3.0,4.0,1.0,1.0,37240.0,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8616493193365238,25.0,30.0,10.0,10.0,5.0,20.0
3597.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,18.0,6.0,278.0,0.0,0.68,0.0,32.0,2.0,25.0,15.0,20.0,25.0,10.0,5.0,0.0,5.0,7.0,7.0,5.0,8.0,3.0,33.0,3.0,4.0,1.0,1.0,37240.00000000001,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8616762046500472,25.0,30.0,10.0,10.0,5.0,20.0
3596.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,4.0,5.0,277.0,0.0,0.13,0.0,25.0,2.0,60.0,20.0,0.0,20.0,0.0,0.0,0.0,5.0,7.0,7.0,5.0,6.0,3.8433644033268073,33.0,3.0,4.0,1.0,1.0,36991.402522458746,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8616432593814403,25.0,30.0,10.0,10.0,5.0,20.0
3595.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,3.0,4.0,276.0,0.0,0.58,0.0,26.0,2.0,24.0,16.0,28.0,14.0,8.0,10.0,0.0,4.0,7.0,7.0,2.0,6.0,3.0,33.0,3.0,4.0,1.0,1.0,37180.14500595536,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8615582237324517,25.0,30.0,10.0,10.0,5.0,20.0
3594.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,11.0,3.0,275.0,0.0,0.29,0.0,21.0,2.0,25.0,10.0,25.0,5.0,10.0,25.0,1.0,6.0,6.0,7.0,5.0,6.0,7.0,33.0,3.0,4.0,1.0,1.0,37177.01431239914,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8615221904976607,25.0,30.0,10.0,10.0,5.0,20.0
3593.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,19.0,2.0,274.0,1.0,0.5,0.0,24.0,3.0,30.0,10.0,20.0,20.0,10.0,10.0,1.0,5.0,6.0,8.0,7.0,7.0,8.0,33.0,3.0,4.0,1.0,1.0,37179.47028900556,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.8615475944068414,25.0,30.0,10.0,10.0,5.0,20.0
3592.0,253.0,2.0,0.0,3.0,2.0,11.0,21.0,4.0,4.0,17.0,1.0,273.0,0.0,0.43,0.0,29.0,2.0,30.0,25.0,18.0,18.0,4.0,5.0,0.0,1.0,7.0,8.0,5.0,7.0,4.0,33.0,3.0,4.0,1.0,1.0,37178.27395380271,2.0,6.0,6.0,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,3.861442911439476,25.0,30.0,10.0,10.0,5.0,20.0
3591.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,14.0,21.0,293.0,0.0,0.47,1.0,28.0,3.0,23.0,18.0,21.0,18.0,10.0,10.0,1.0,8.0,8.0,7.0,8.0,7.0,8.0,28.0,13.0,3.0,1.0,1.0,37240.00000000001,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8614051717082947,0.0,25.0,25.0,25.0,25.0,0.0
3590.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,19.0,20.0,292.0,0.0,0.11,0.0,28.0,1.0,20.0,18.0,20.0,17.0,10.0,15.0,0.0,6.0,10.0,6.0,6.0,6.0,5.0,28.0,13.0,3.0,1.0,1.0,37240.0,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.86135164168006,0.0,25.0,25.0,25.0,25.0,0.0
3589.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,9.0,19.0,291.0,1.0,-0.16,0.0,27.0,4.0,20.0,20.0,15.0,15.0,12.0,18.0,1.0,6.0,10.0,8.0,9.0,8.0,7.0,28.0,13.0,3.0,1.0,1.0,37239.99999999999,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8613171551323657,0.0,25.0,25.0,25.0,25.0,0.0
3588.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,16.0,18.0,290.0,0.0,0.31,0.0,34.0,2.0,30.0,10.0,30.0,10.0,5.0,15.0,0.0,8.0,7.0,6.0,5.0,4.0,4.0,28.0,13.0,3.0,1.0,1.0,37240.00000000001,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8612752375011588,0.0,25.0,25.0,25.0,25.0,0.0
3587.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,8.0,17.0,289.0,0.0,0.09,0.0,28.0,4.0,20.0,30.0,10.0,20.0,0.0,20.0,0.0,7.0,6.0,6.0,5.0,7.0,2.0,28.0,13.0,3.0,1.0,1.0,37240.00000000001,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8612071382033424,0.0,25.0,25.0,25.0,25.0,0.0
3586.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,7.0,16.0,288.0,0.0,0.34,0.0,27.0,2.0,20.0,20.0,15.0,25.0,10.0,10.0,0.0,4.0,6.0,5.0,8.0,5.0,5.0,28.0,13.0,3.0,1.0,1.0,37239.99999999999,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8612380089355973,0.0,25.0,25.0,25.0,25.0,0.0
3585.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,6.0,15.0,287.0,0.0,0.5,0.0,22.0,4.0,35.0,40.0,5.0,5.0,7.0,8.0,1.0,7.0,7.0,7.0,7.0,6.0,5.496755579855154,28.0,13.0,3.0,1.0,1.0,37240.0,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8611331377891944,0.0,25.0,25.0,25.0,25.0,0.0
3584.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,5.0,14.0,286.0,0.0,0.11,0.0,22.0,2.0,10.0,15.0,25.0,15.0,15.0,20.0,0.0,9.0,8.0,8.0,7.0,9.0,5.716810526484041,28.0,13.0,3.0,1.0,1.0,37240.00000000001,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8612239577945013,0.0,25.0,25.0,25.0,25.0,0.0
3583.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,15.0,13.0,285.0,0.0,0.11,0.0,24.0,6.0,20.0,20.0,25.0,25.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,28.0,13.0,3.0,1.0,1.0,37239.99999999999,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8611301282851165,0.0,25.0,25.0,25.0,25.0,0.0
3582.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,2.0,12.0,284.0,0.0,0.54,0.0,27.0,2.0,25.0,20.0,25.0,20.0,10.0,0.0,0.0,7.0,7.0,7.103769175738931,7.0,6.808679914773815,5.6397263116900564,28.0,13.0,3.0,1.0,1.0,37240.0,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8580045318110474,0.0,25.0,25.0,25.0,25.0,0.0
3581.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,20.0,11.0,283.0,0.0,-0.02,0.0,27.0,4.0,50.0,10.0,10.0,10.0,10.0,10.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,28.0,13.0,3.0,1.0,1.0,37240.0,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.861062261595057,0.0,25.0,25.0,25.0,25.0,0.0
3580.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,21.0,10.0,282.0,0.0,-0.15,0.0,23.0,1.0,25.0,15.0,20.0,20.0,10.0,10.0,1.0,7.0,7.0,7.0,7.0,8.0,7.0,28.0,13.0,3.0,1.0,1.0,37240.0,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8610433158717945,0.0,25.0,25.0,25.0,25.0,0.0
3579.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,1.0,9.0,281.0,0.0,0.53,0.0,27.0,2.0,20.0,20.0,20.0,15.0,5.0,20.0,1.0,10.0,8.0,8.0,8.0,5.0,5.0,28.0,13.0,3.0,1.0,1.0,37240.0,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.860980631895921,0.0,25.0,25.0,25.0,25.0,0.0
3578.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,3.0,8.0,280.0,0.0,0.45,0.0,25.0,2.0,25.0,20.0,30.0,15.0,5.0,5.0,0.0,7.0,8.0,7.0,7.0,8.0,5.0,28.0,13.0,3.0,1.0,1.0,37240.0,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.860941913065473,0.0,25.0,25.0,25.0,25.0,0.0
3577.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,13.0,7.0,279.0,0.0,-0.09,0.0,25.0,2.0,27.0,15.0,28.0,10.0,10.0,10.0,0.0,6.5,8.0,9.0,10.0,8.0,4.0,28.0,13.0,3.0,1.0,1.0,37240.0,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8609081393131475,0.0,25.0,25.0,25.0,25.0,0.0
3576.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,11.0,6.0,278.0,0.0,0.64,0.0,32.0,2.0,25.0,15.0,20.0,25.0,10.0,5.0,1.0,7.0,7.0,8.0,7.0,8.0,8.0,28.0,13.0,3.0,1.0,1.0,37240.0,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8609390823581102,0.0,25.0,25.0,25.0,25.0,0.0
3575.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,18.0,5.0,277.0,0.0,-0.11,0.0,25.0,2.0,60.0,20.0,0.0,20.0,0.0,0.0,0.0,6.0,8.0,7.0,6.0,7.490548914535154,6.184505616438463,28.0,13.0,3.0,1.0,1.0,38360.96524375885,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8577392699289974,0.0,25.0,25.0,25.0,25.0,0.0
3574.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,17.0,4.0,276.0,0.0,0.34,0.0,26.0,2.0,24.0,16.0,28.0,14.0,8.0,10.0,1.0,6.0,9.0,8.0,7.0,9.0,8.0,28.0,13.0,3.0,1.0,1.0,38460.55554854657,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.860820724157545,0.0,25.0,25.0,25.0,25.0,0.0
3573.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,4.0,3.0,275.0,0.0,0.38,0.0,21.0,2.0,25.0,10.0,25.0,5.0,10.0,25.0,1.0,7.0,8.0,8.0,6.0,6.0,7.0,28.0,13.0,3.0,1.0,1.0,39683.19543229187,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8607658753727327,0.0,25.0,25.0,25.0,25.0,0.0
3572.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,12.0,2.0,274.0,1.0,0.47,1.0,24.0,3.0,30.0,10.0,20.0,20.0,10.0,10.0,1.0,7.0,9.0,8.0,9.0,8.0,7.0,28.0,13.0,3.0,1.0,1.0,39702.649399441936,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.8607917088344226,0.0,25.0,25.0,25.0,25.0,0.0
3571.0,252.0,1.0,0.0,1.0,2.0,11.0,21.0,18.0,18.0,10.0,1.0,273.0,0.0,0.37,0.0,29.0,2.0,30.0,25.0,18.0,18.0,4.0,5.0,0.0,4.0,8.0,8.0,7.0,6.0,3.0,28.0,13.0,3.0,1.0,1.0,42184.043622412566,1.0,6.0,2.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,3.860686834356356,0.0,25.0,25.0,25.0,25.0,0.0
3570.0,251.0,9.0,1.0,18.0,1.0,10.0,9.0,4.0,4.0,4.0,9.0,242.0,1.0,0.44,0.0,26.0,3.0,20.0,20.0,25.0,20.0,5.0,10.0,1.0,3.0,6.0,7.0,5.0,3.0,7.0,33.0,7.0,6.0,2.0,2.0,48544.00766527044,6.0,4.0,1.0,10.0,7.0,6.0,1.0,6.0,8.0,8.0,5.0,8.0,4.0,9.0,7.0,6.0,9.0,6.0,8.0,2.0,3.0,5.0,3.8606438312258473,19.0,19.0,19.0,19.0,19.0,5.0
3569.0,251.0,9.0,1.0,18.0,1.0,10.0,9.0,9.0,9.0,9.0,8.0,241.0,0.0,-0.01,0.0,29.0,4.0,90.0,2.0,2.0,2.0,2.0,2.0,0.0,7.0,7.0,9.0,6.0,8.0,5.0,33.0,7.0,6.0,2.0,2.0,45531.164556652984,6.0,4.0,1.0,10.0,7.0,6.0,1.0,6.0,8.0,8.0,5.0,8.0,4.0,9.0,7.0,6.0,9.0,6.0,8.0,2.0,3.0,5.0,3.860610110768098,19.0,19.0,19.0,19.0,19.0,5.0
3568.0,251.0,9.0,1.0,18.0,1.0,10.0,9.0,5.0,5.0,5.0,7.0,240.0,0.0,0.28,0.0,26.0,4.0,10.0,30.0,30.0,10.0,10.0,10.0,0.0,5.0,5.0,5.0,4.0,4.0,3.0,33.0,7.0,6.0,2.0,2.0,48530.340523002276,6.0,4.0,1.0,10.0,7.0,6.0,1.0,6.0,8.0,8.0,5.0,8.0,4.0,9.0,7.0,6.0,9.0,6.0,8.0,2.0,3.0,5.0,3.8605295168868174,19.0,19.0,19.0,19.0,19.0,5.0
3567.0,251.0,9.0,1.0,18.0,1.0,10.0,9.0,6.0,6.0,6.0,6.0,239.0,0.0,0.37,0.0,34.0,2.0,10.0,25.0,20.0,20.0,5.0,20.0,0.0,5.0,7.0,8.0,6.0,6.0,7.0,33.0,7.0,6.0,2.0,2.0,48561.109055351,6.0,4.0,1.0,10.0,7.0,6.0,1.0,6.0,8.0,8.0,5.0,8.0,4.0,9.0,7.0,6.0,9.0,6.0,8.0,2.0,3.0,5.0,3.860544913387058,19.0,19.0,19.0,19.0,19.0,5.0
